,Unnamed: 0,id,id,,sex,bizflag,zip,zip_bins,numords,dollars,last,sincepurch,version1,owntaxprod,upgraded,res1,sex_F,sex_M,sex_U,median_house_income,state,zip_bins_2,zip_bins_3,zip_bins_4,zip_bins_5,zip_bins_6,zip_bins_7,zip_bins_8,zip_bins_9,zip_bins_10,zip_bins_11,zip_bins_12,zip_bins_13,zip_bins_14,p_final
18180,18180,18181,17033,,M,0,95060,1,2,65.5,7,31,1,0,0,0,0,1,0,62879,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063524724
18181,18181,18182,17038,,M,0,95060,1,4,298,10,10,0,0,0,0,0,1,0,62879,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048570267
18182,18182,18183,17050,,M,1,95062,1,2,201,12,28,0,0,1,0,0,1,0,60035,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056337404
18188,18188,18189,17052,,U,0,95066,1,2,104,13,20,1,0,0,0,0,0,1,106519,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050229556
18189,18189,18190,17056,,U,0,95066,1,3,198,19,20,1,0,0,0,0,0,1,106519,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049760019
18193,18193,18194,17058,,M,0,95070,1,1,99.5,8,17,1,0,0,0,0,1,0,158655,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052897241
18194,18194,18195,17061,,M,0,95070,1,3,98.5,15,24,1,0,0,0,0,1,0,158655,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053641591
18202,18202,18203,17062,,F,1,95073,1,3,61,3,24,0,0,1,0,1,0,0,73987,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07781557
18203,18203,18204,17066,,F,1,95073,1,4,97,1,20,0,0,1,0,1,0,0,73987,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1037653
18216,18216,18217,17078,,M,0,95112,1,2,26.5,5,32,1,0,0,0,0,1,0,48370,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066767901
18217,18217,18218,17083,,M,0,95112,1,4,115,4,8,0,0,0,0,0,1,0,48370,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052339438
18218,18218,18219,17087,,F,0,95112,1,3,174,10,24,0,0,1,0,1,0,0,48370,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072640738
18223,18223,18224,17089,,U,0,95117,1,4,257.5,2,19,0,1,1,0,0,0,1,63465,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16898937
18229,18229,18230,17103,,M,0,95118,1,5,310,14,35,0,0,1,0,0,1,0,89265,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109438991
18232,18232,18233,17109,,M,0,95120,1,5,202.5,9,2,0,0,0,0,0,1,0,150675,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05420901
18235,18235,18236,17110,,M,0,95120,1,4,81.5,8,19,0,0,1,0,0,1,0,150675,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094592971
18239,18239,18240,17111,,M,0,95120,1,5,67.5,21,17,1,0,0,0,0,1,0,150675,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054191145
18244,18244,18245,17113,,M,0,95121,1,4,56.5,22,16,0,0,1,0,0,1,0,82001,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047409448
18250,18250,18251,17115,,F,0,95123,1,5,289.5,22,24,0,0,1,0,1,0,0,87180,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066113535
18266,18266,18267,17116,,M,0,95125,1,4,206.5,1,20,1,0,0,0,0,1,0,97694,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132874128
18268,18268,18269,17118,,M,1,95125,1,2,89,13,20,0,1,1,0,0,1,0,97694,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054518809
18270,18270,18271,17124,,U,0,95125,1,2,181.5,4,33,1,0,0,0,0,0,1,97694,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084515597
18276,18276,18277,17126,,M,0,95127,1,1,19.5,6,22,1,0,0,0,0,1,0,68379,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052928163
18280,18280,18281,17128,,M,0,95128,1,4,175.5,2,9,0,0,0,0,0,1,0,66533,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061741226
18282,18282,18283,17133,,M,0,95128,1,4,273.5,1,5,0,0,0,0,0,1,0,66533,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071770322
18284,18284,18285,17145,,M,0,95129,1,5,122.5,7,7,0,0,0,0,0,1,0,104705,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05451115
18294,18294,18295,17147,,U,0,95130,1,3,70.5,6,17,0,0,1,0,0,0,1,90759,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087374276
18305,18305,18306,17150,,M,0,95132,1,2,99,8,19,1,0,0,0,0,1,0,95198,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062264427
18308,18308,18309,17151,,M,0,95134,1,2,8,5,17,1,0,0,0,0,1,0,113212,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064744138
18309,18309,18310,17155,,M,0,95134,1,3,311,5,3,0,0,0,0,0,1,0,113212,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052605657
18311,18311,18312,17166,,M,0,95135,1,5,195.5,13,21,0,0,1,0,0,1,0,124288,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100146159
18313,18313,18314,17174,,M,0,95136,1,1,172,12,34,1,0,0,0,0,1,0,86547,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048042825
18316,18316,18317,17181,,F,0,95138,1,3,181,1,17,0,0,0,0,1,0,0,143261,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050340643
18320,18320,18321,17183,,M,0,95148,1,2,169,1,23,0,0,1,0,0,1,0,105438,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103158711
18322,18322,18323,17184,,M,0,95148,1,3,131,2,25,1,0,0,0,0,1,0,105438,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100941744
18326,18326,18327,17185,,M,0,95164,1,1,9.5,1,24,1,0,0,0,0,1,0,61000,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066317651
18328,18328,18329,17187,,M,0,95203,1,1,19.5,3,21,1,0,0,0,0,1,0,39301,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060703159
18336,18336,18337,17188,,U,1,95209,1,5,65.5,1,27,0,0,1,0,0,0,1,72430,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132489133
18338,18338,18339,17190,,M,0,95210,1,5,372,5,3,0,0,0,0,0,1,0,40182,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077989942
18360,18360,18361,17193,,M,0,95336,1,1,162,10,23,0,0,1,0,0,1,0,57317,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057041209
18365,18365,18366,17195,,M,0,95340,1,3,222.5,12,32,0,0,1,0,0,1,0,47779,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078264079
18370,18370,18371,17196,,F,0,95350,1,2,50.5,11,19,0,0,1,0,1,0,0,39195,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050726342
18380,18380,18381,17202,,M,0,95355,1,3,103.5,1,32,1,0,0,0,0,1,0,55049,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102782652
18388,18388,18389,17208,,U,1,95366,1,4,71.5,14,23,0,0,1,0,0,0,1,71560,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062636414
18391,18391,18392,17209,,U,1,95369,1,1,88.5,1,35,1,0,0,0,0,0,1,49500,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064811302
18395,18395,18396,17213,,M,0,95376,1,3,68.5,13,22,0,0,1,0,0,1,0,63374,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062417105
18396,18396,18397,17215,,U,1,95376,1,1,170.5,5,21,0,0,1,0,0,0,1,63374,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064309153
18405,18405,18406,17216,,M,0,95401,1,3,28.5,1,23,1,0,0,0,0,1,0,52830,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093881885
18407,18407,18408,17217,,M,1,95401,1,3,103.5,15,34,0,0,1,0,0,1,0,52830,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05221125
18414,18414,18415,17224,,M,0,95404,1,5,447,9,20,0,1,1,0,0,1,0,66366,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17483213
18433,18433,18434,17226,,M,0,95436,1,5,169.5,5,17,0,1,1,0,0,1,0,47455,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156180924
18437,18437,18438,17231,,M,0,95448,1,3,73.5,21,20,0,1,1,0,0,1,0,61952,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049614658
18445,18445,18446,17232,,M,0,95470,1,5,191,18,28,0,0,1,0,0,1,0,62090,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079467587
18447,18447,18448,17234,,F,0,95472,1,2,71.5,11,36,0,0,1,0,1,0,0,68223,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053166135
18453,18453,18454,17248,,F,0,95476,1,4,97,3,20,0,1,1,0,1,0,0,58785,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123503501
18454,18454,18455,17250,,F,0,95482,1,1,34.5,3,21,0,0,1,0,1,0,0,47698,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061610392
18455,18455,18456,17251,,F,0,95482,1,2,21.5,10,16,0,0,1,0,1,0,0,47698,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051349659
18458,18458,18459,17252,,U,1,95492,1,1,149.5,3,30,0,0,1,0,0,0,1,80327,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069832831
18463,18463,18464,17256,,U,1,95501,1,5,784.5,7,3,0,1,0,0,0,0,1,37600,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113247809
18465,18465,18466,17260,,M,0,95503,1,2,50,2,27,1,0,0,0,0,1,0,47537,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078284706
18470,18470,18471,17262,,M,0,95531,1,2,64.5,1,12,0,1,0,0,0,1,0,39486,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047163619
18471,18471,18472,17265,,M,0,95531,1,5,114.5,17,24,0,0,1,0,0,1,0,39486,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075997138
18473,18473,18474,17266,,M,0,95540,1,5,182,4,4,0,0,0,0,0,1,0,40751,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066356913
18477,18477,18478,17267,,M,0,95602,1,2,104,11,33,0,0,1,0,0,1,0,64329,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061103296
18492,18492,18493,17272,,M,0,95610,1,1,238.5,6,29,0,0,1,0,0,1,0,50928,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075314789
18495,18495,18496,17274,,F,1,95610,1,2,29,2,29,0,0,1,0,1,0,0,50928,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066889581
18500,18500,18501,17275,,M,0,95616,1,1,40,4,25,1,0,0,0,0,1,0,44741,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059569921
18505,18505,18506,17278,,M,1,95617,1,2,44.5,5,26,1,0,0,0,0,1,0,61000,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059153132
18506,18506,18507,17279,,F,0,95620,1,4,96.5,11,25,0,0,1,0,1,0,0,71261,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075426641
18507,18507,18508,17280,,F,0,95620,1,5,237,5,27,0,1,1,0,1,0,0,71261,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153843144
18510,18510,18511,17282,,F,0,95621,1,3,68.5,1,15,1,0,0,0,1,0,0,53134,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087637274
18512,18512,18513,17283,,M,0,95624,1,5,322,2,28,1,0,0,0,0,1,0,77652,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167623263
18520,18520,18521,17286,,M,0,95628,1,2,110.5,5,28,1,0,0,0,0,1,0,73720,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07311716
18522,18522,18523,17287,,M,1,95630,1,3,166,14,30,0,0,1,0,0,1,0,98547,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058731557
18535,18535,18536,17289,,M,0,95650,1,3,143.5,11,16,0,0,1,0,0,1,0,79743,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074053252
18538,18538,18539,17294,,M,0,95660,1,1,49.5,1,21,1,0,0,0,0,1,0,41036,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068923716
18543,18543,18544,17295,,M,1,95661,1,5,265.5,2,22,0,0,1,0,0,1,0,69703,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152855115
18551,18551,18552,17297,,M,0,95667,1,4,187,3,32,1,0,0,0,0,1,0,57468,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120391047
18552,18552,18553,17299,,M,0,95667,1,2,179,7,28,1,0,0,0,0,1,0,57468,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071728355
18560,18560,18561,17300,,M,0,95673,1,5,102.5,1,1,0,0,0,0,0,1,0,53429,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069746885
18561,18561,18562,17303,,M,0,95673,1,2,63,3,25,1,0,0,0,0,1,0,53429,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075700068
18564,18564,18565,17306,,M,0,95678,1,3,344.5,2,18,1,0,0,0,0,1,0,60513,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124814972
18567,18567,18568,17307,,M,0,95682,1,2,44.5,14,32,0,0,1,0,0,1,0,77718,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04962413
18569,18569,18570,17309,,M,0,95682,1,2,39,9,27,1,0,0,0,0,1,0,77718,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05596929
18570,18570,18571,17310,,M,1,95683,1,3,46,13,34,0,0,1,0,0,1,0,96165,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054069687
18571,18571,18572,17312,,M,1,95683,1,1,107,5,22,1,0,0,0,0,1,0,96165,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053558471
18572,18572,18573,17315,,M,0,95687,1,5,145.5,4,14,0,0,0,0,0,1,0,73583,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064707652
18573,18573,18574,17316,,M,0,95687,1,4,125,3,30,1,0,0,0,0,1,0,73583,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112759506
18576,18576,18577,17318,,F,0,95688,1,3,107.5,15,32,0,0,1,0,1,0,0,79452,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054062222
18577,18577,18578,17320,,F,0,95688,1,4,26,2,12,0,0,0,0,1,0,0,79452,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047139624
18582,18582,18583,17321,,F,1,95693,1,3,126.5,2,27,1,0,0,0,1,0,0,76392,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079372665
18590,18590,18591,17322,,M,0,95736,1,2,98.5,2,30,1,0,0,0,0,1,0,43375,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082784167
18591,18591,18592,17323,,M,0,95736,1,1,49.5,9,22,0,0,1,0,0,1,0,43375,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052570302
18596,18596,18597,17324,,F,0,95747,1,4,165.5,20,22,0,0,1,0,1,0,0,86595,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05334024
18606,18606,18607,17325,,M,0,95776,1,4,152,18,21,0,0,1,0,0,1,0,61599,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063968175
18614,18614,18615,17331,,U,1,95816,1,5,254.5,5,16,0,0,0,0,0,0,1,49953,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061650494
18619,18619,18620,17332,,F,0,95818,1,3,251,15,34,1,0,0,0,1,0,0,57500,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057208011
18620,18620,18621,17336,,F,0,95819,1,4,190.5,2,11,0,0,0,0,1,0,0,81076,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056664601
18625,18625,18626,17337,,M,0,95821,1,4,636,8,28,0,0,1,0,0,1,0,38750,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167548416
18628,18628,18629,17339,,M,0,95822,1,3,65.5,13,36,1,0,0,0,0,1,0,43624,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056885914
18630,18630,18631,17344,,M,0,95823,1,1,49.5,9,27,0,0,1,0,0,1,0,37931,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052849249
18640,18640,18641,17346,,M,0,95826,1,5,166,7,17,0,0,0,0,0,1,0,53432,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057577744
18641,18641,18642,17347,,M,0,95826,1,5,88.5,8,32,1,0,0,0,0,1,0,53432,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10179409
18647,18647,18648,17351,,M,0,95828,1,1,37.5,10,32,0,0,1,0,0,1,0,46820,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050070198
18649,18649,18650,17355,,M,0,95829,1,5,247.5,2,2,0,0,0,0,0,1,0,74550,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078361085
18650,18650,18651,17356,,M,0,95831,1,5,166.5,1,11,0,0,0,0,0,1,0,68461,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075829164
18652,18652,18653,17359,,F,0,95831,1,2,76,6,22,0,0,1,0,1,0,0,68461,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066497233
18654,18654,18655,17360,,M,0,95831,1,1,39.5,5,24,1,0,0,0,0,1,0,68461,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056882089
18664,18664,18665,17361,,F,0,95842,1,1,17.5,5,22,1,0,0,0,1,0,0,45537,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049607414
18665,18665,18666,17362,,F,0,95842,1,2,599,14,26,0,0,1,0,1,0,0,45537,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081725962
18681,18681,18682,17363,,M,0,95927,1,2,99,3,26,0,0,1,0,0,1,0,61000,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087289775
18685,18685,18686,17365,,U,0,95942,1,5,130.5,3,13,0,0,0,0,0,0,1,41323,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067238364
18687,18687,18688,17369,,F,0,95945,1,1,9.5,2,24,0,0,1,0,1,0,0,42828,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062983499
18691,18691,18692,17375,,F,0,95949,1,1,79.5,1,25,0,0,1,0,1,0,0,62224,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07154196
18693,18693,18694,17376,,M,0,95954,1,1,34.5,1,22,1,0,0,0,0,1,0,39932,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067861096
18697,18697,18698,17378,,M,0,95960,1,3,127.5,10,25,0,0,1,0,0,1,0,29773,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076581651
18703,18703,18704,17380,,M,1,95971,1,4,153,9,22,1,0,0,0,0,1,0,50912,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076781248
18705,18705,18706,17382,,F,0,95977,1,4,221,17,18,0,0,1,0,1,0,0,50820,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064788539
18709,18709,18710,17383,,M,0,95992,1,5,112.5,1,28,1,0,0,0,0,1,0,61000,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141479088
18715,18715,18716,17393,,M,0,96002,1,2,34,11,21,0,0,1,0,0,1,0,44017,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055590519
18718,18718,18719,17396,,M,0,96003,1,5,82,2,10,0,0,0,0,0,1,0,45722,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065706155
18730,18730,18731,17400,,M,0,96086,1,5,147,7,22,0,0,1,0,0,1,0,32688,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123168865
18746,18746,18747,17404,,F,0,96204,3,1,13,4,23,1,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.29788512
18747,18747,18748,17405,,F,0,96204,3,5,260.5,1,11,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.388076448
18748,18748,18749,17417,,M,0,96218,3,2,253.5,9,7,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.215627841
18749,18749,18750,17419,,M,0,96218,3,5,347,2,15,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.429326831
18750,18750,18751,17422,,M,0,96266,3,4,121.5,22,31,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.274945324
18751,18751,18752,17423,,M,0,96266,3,2,47.5,1,31,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.409831111
18752,18752,18753,17426,,M,0,96313,3,1,37,11,24,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.278031929
18753,18753,18754,17427,,M,0,96313,3,1,53,24,5,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.078689314
18754,18754,18755,17428,,M,0,96325,3,1,24.5,17,6,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.105001743
18755,18755,18756,17429,,M,0,96325,3,1,39.5,12,13,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.133968038
18756,18756,18757,17433,,M,0,96337,3,3,159.5,5,11,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.265176851
18757,18757,18758,17434,,M,0,96337,3,3,172.5,12,28,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.35628604
18758,18758,18759,17441,,F,0,96349,3,3,158.5,17,3,0,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.148854407
18759,18759,18760,17443,,F,0,96349,3,3,110,16,21,1,0,0,0,1,0,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.271385989
18760,18760,18761,17446,,M,0,96364,3,4,169,5,15,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.304838052
18761,18761,18762,17447,,M,0,96364,3,2,149,11,14,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.181448116
18762,18762,18763,17450,,M,0,96377,3,4,139.5,10,24,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.411676784
18763,18763,18764,17456,,M,0,96377,3,1,19.5,15,25,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.23617582
18764,18764,18765,17461,,M,0,96512,3,1,14.5,25,5,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07202704
18765,18765,18766,17462,,M,0,96512,3,1,79.5,16,6,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.116335329
18766,18766,18767,17463,,M,0,96546,3,4,103,8,12,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.257998339
18767,18767,18768,17467,,M,0,96546,3,1,124.5,19,18,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.202917553
18768,18768,18769,17470,,M,0,96601,3,2,14,24,18,0,0,1,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.188405138
18769,18769,18770,17472,,M,0,96601,3,1,19.5,25,20,1,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.143045082
18770,18770,18771,17473,,M,0,96660,3,2,125,16,14,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.143681761
18771,18771,18772,17474,,M,0,96660,3,1,104.5,14,14,0,0,0,0,0,1,0,61000,,0,1,0,0,0,0,0,0,0,0,0,0,0,0.131476062
18776,18776,18777,17475,,M,0,96701,14,3,62,17,36,0,0,1,0,0,1,0,83255,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.054947456
18780,18780,18781,17479,,M,1,96707,14,4,69,2,35,1,0,0,0,0,1,0,96611,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.103177446
18782,18782,18783,17481,,F,0,96712,14,1,22,8,30,0,0,1,0,1,0,0,74356,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.051111652
18785,18785,18786,17483,,U,1,96720,14,2,59,11,25,0,0,1,0,0,0,1,52822,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05340315
18787,18787,18788,17487,,F,0,96720,14,1,39,7,22,0,0,1,0,1,0,0,52822,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.053980448
18789,18789,18790,17491,,U,0,96731,14,3,286,1,1,0,0,0,0,0,0,1,55938,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.065168495
18790,18790,18791,17492,,F,0,96734,14,5,440,9,30,0,0,1,0,1,0,0,89016,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.146885611
18791,18791,18792,17496,,F,0,96734,14,1,30.5,4,22,0,0,1,0,1,0,0,89016,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.061836861
18792,18792,18793,17497,,F,0,96734,14,1,109.5,2,25,0,0,1,0,1,0,0,89016,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.074332291
18795,18795,18796,17498,,U,1,96734,14,3,44.5,10,18,0,0,1,0,0,0,1,89016,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.064887077
18797,18797,18798,17501,,F,0,96734,14,2,204,2,26,1,0,0,0,1,0,0,89016,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08784523
18800,18800,18801,17503,,U,1,96740,14,4,353.5,2,4,0,0,0,0,0,0,1,61875,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06947035
18805,18805,18806,17510,,M,0,96744,14,1,52.5,5,31,1,0,0,0,0,1,0,85608,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.061253544
18806,18806,18807,17512,,M,0,96744,14,5,293.5,6,10,0,0,0,0,0,1,0,85608,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.072663781
18809,18809,18810,17513,,F,0,96744,14,2,144.5,15,28,0,1,1,0,1,0,0,85608,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.057600807
18816,18816,18817,17518,,F,0,96756,14,5,160.5,4,10,0,0,0,0,1,0,0,61595,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.061785851
18819,18819,18820,17520,,M,0,96761,14,1,149.5,7,36,0,0,1,0,0,1,0,64603,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.069106305
18820,18820,18821,17523,,M,1,96766,14,5,124.5,5,18,0,0,1,0,0,1,0,66083,HI,0,0,0,0,0,0,0,0,0,0,0,0,1,0.121046661
